Date,Country,Status,AQI Value
27-07-2023,Bulgaria,Good,27
27-07-2023,Burkina Faso,Unhealthy for Sensitive Groups,133
27-07-2023,Cambodia,Good,4
27-07-2023,Canada,Moderate,92
27-07-2023,Cape Verde,Moderate,54
27-07-2023,Cayman Islands,Good,10
27-07-2023,Chile,Unhealthy,189
27-07-2023,China,Unhealthy for Sensitive Groups,138
27-07-2023,Colombia,Moderate,78
27-07-2023,Costa Rica,Good,6
27-07-2023,Croatia,Good,22
27-07-2023,Cyprus,Moderate,68
27-07-2023,Czech Republic,Good,40
27-07-2023,Denmark,Good,14
27-07-2023,Dominican Republic,Good,21
27-07-2023,Ecuador,Moderate,61
27-07-2023,Egypt,Moderate,54
27-07-2023,El Salvador,Unhealthy for Sensitive Groups,107
27-07-2023,Estonia,Good,14
27-07-2023,Ethiopia,Unhealthy for Sensitive Groups,146
27-07-2023,Finland,Good,31
27-07-2023,France,Good,42
27-07-2023,French Guiana,Good,15
27-07-2023,Gabon,Moderate,96
27-07-2023,Georgia,Good,42
27-07-2023,Germany,Good,43
27-07-2023,Ghana,Moderate,53
27-07-2023,Gibraltar,Good,48
27-07-2023,Greece,Good,50
27-07-2023,Grenada,Good,15
27-07-2023,Guadeloupe,Good,17
27-07-2023,Guam,Good,3
27-07-2023,Guatemala,Moderate,75
27-07-2023,Honduras,Good,35
27-07-2023,Hong Kong,Moderate,62
27-07-2023,Iceland,Good,10
27-07-2023,India,Unhealthy,160
27-07-2023,Indonesia,Unhealthy for Sensitive Groups,120
27-07-2023,Iran,Unhealthy,189
27-07-2023,Ireland,Good,15
27-07-2023,Israel,Moderate,77
27-07-2023,Italy,Moderate,61
27-07-2023,Ivory Coast,Moderate,61
27-07-2023,Japan,Unhealthy for Sensitive Groups,130
27-07-2023,Jersey,Moderate,52
27-07-2023,Jordan,Good,42
27-07-2023,Kazakhstan,Moderate,69
27-07-2023,Kenya,Moderate,94
27-07-2023,Kosovo,Good,24
27-07-2023,Kuwait,Unhealthy for Sensitive Groups,111
27-07-2023,Kyrgyzstan,Good,49
27-07-2023,Laos,Good,41
27-07-2023,Latvia,Good,9
27-07-2023,Lebanon,Unhealthy for Sensitive Groups,104
27-07-2023,Liberia,Good,10
27-07-2023,Liechtenstein,Good,17
27-07-2023,Lithuania,Good,24
27-07-2023,Luxembourg,Good,25
27-07-2023,Macao,Moderate,73
27-07-2023,Macedonia,Good,37
27-07-2023,Madagascar,Moderate,81
27-07-2023,Malaysia,Moderate,78
27-07-2023,Malta,Moderate,51
27-07-2023,Martinique,Good,39
27-07-2023,Mexico,Moderate,81
27-07-2023,Moldova,Good,23
27-07-2023,Monaco,Good,40
27-07-2023,Mongolia,Good,48
27-07-2023,Montenegro,Good,17
27-07-2023,Myanmar,Good,27
27-07-2023,Nepal,Good,49
27-07-2023,Netherlands,Good,22
27-07-2023,New Zealand,Good,38
27-07-2023,Nigeria,Moderate,87
27-07-2023,Norway,Good,22
27-07-2023,Pakistan,Moderate,56
27-07-2023,Palestinian Territory,Moderate,77
27-07-2023,Peru,Moderate,55
27-07-2023,Philippines,Good,39
27-07-2023,Poland,Moderate,57
27-07-2023,Portugal,Good,19
27-07-2023,Puerto Rico,Good,19
27-07-2023,Qatar,Moderate,76
27-07-2023,Reunion,Good,14
27-07-2023,Romania,Moderate,51
27-07-2023,Russia,Moderate,71
27-07-2023,San Marino,Good,41
27-07-2023,Saudi Arabia,Moderate,53
27-07-2023,Senegal,Moderate,61
27-07-2023,Serbia,Good,38
27-07-2023,Singapore,Moderate,57
27-07-2023,Slovakia,Good,25
27-07-2023,Slovenia,Good,21
27-07-2023,South Africa,Unhealthy,164
27-07-2023,South Korea,Unhealthy for Sensitive Groups,102
27-07-2023,Spain,Moderate,70
27-07-2023,Sri Lanka,Good,34
27-07-2023,Sweden,Good,19
27-07-2023,Switzerland,Good,20
27-07-2023,Taiwan,Moderate,71
27-07-2023,Tajikistan,Moderate,98
27-07-2023,Thailand,Moderate,72
27-07-2023,Togo,Moderate,94
27-07-2023,Trinidad and Tobago,Good,39
27-07-2023,Turkey,Unhealthy for Sensitive Groups,115
27-07-2023,Uganda,Unhealthy for Sensitive Groups,141
27-07-2023,Ukraine,Moderate,62
27-07-2023,United Arab Emirates,Moderate,97
27-07-2023,United Kingdom of Great Britain and Northern Ireland,Good,37
27-07-2023,United States of America,Moderate,94
27-07-2023,Uzbekistan,Moderate,64
27-07-2023,Vatican,Moderate,65
27-07-2023,Venezuela,Good,6
27-07-2023,Vietnam,Unhealthy for Sensitive Groups,103
27-07-2023,Zambia,Moderate,100
03-08-2023,Albania,Good,19
03-08-2023,Algeria,Moderate,76
03-08-2023,Andorra,Good,38
03-08-2023,Angola,Unhealthy for Sensitive Groups,109
03-08-2023,Argentina,Good,2
03-08-2023,Armenia,Good,30
03-08-2023,Australia,Good,48
03-08-2023,Austria,Good,42
03-08-2023,Azerbaijan,Good,46
03-08-2023,Bahrain,Unhealthy for Sensitive Groups,129
03-08-2023,Bangladesh,Moderate,97
03-08-2023,Belarus,Good,13
03-08-2023,Belgium,Very Unhealthy,262
03-08-2023,Belize,Good,29
03-08-2023,Bermuda,Good,2
03-08-2023,Bolivia,Moderate,58
03-08-2023,Bosnia and Herzegovina,Moderate,63
03-08-2023,Brazil,Unhealthy,156
03-08-2023,Brunei,Good,12
03-08-2023,Bulgaria,Moderate,90
03-08-2023,Burkina Faso,Moderate,64
03-08-2023,Cambodia,Good,4
03-08-2023,Canada,Unhealthy for Sensitive Groups,102
03-08-2023,Cape Verde,Good,23
03-08-2023,Cayman Islands,Good,14
03-08-2023,Chile,Very Unhealthy,209
03-08-2023,China,Unhealthy for Sensitive Groups,146
03-08-2023,Colombia,Moderate,70
03-08-2023,Costa Rica,Good,4
03-08-2023,Croatia,Good,39
03-08-2023,Cyprus,Moderate,52
03-08-2023,Czech Republic,Good,38
03-08-2023,Denmark,Good,11
03-08-2023,Dominican Republic,Good,15
03-08-2023,Ecuador,Good,41
03-08-2023,El Salvador,Good,18
03-08-2023,Estonia,Good,20
03-08-2023,Ethiopia,Unhealthy for Sensitive Groups,139
03-08-2023,Finland,Good,29
03-08-2023,France,Moderate,62
03-08-2023,French Guiana,Good,19
03-08-2023,Gabon,Unhealthy,152
03-08-2023,Georgia,Good,18
03-08-2023,Germany,Hazardous,500
03-08-2023,Ghana,Good,16
03-08-2023,Gibraltar,Good,35
03-08-2023,Greece,Moderate,86
03-08-2023,Grenada,Good,11
03-08-2023,Guadeloupe,Good,15
03-08-2023,Guatemala,Good,36
03-08-2023,Honduras,Good,7
03-08-2023,Hong Kong,Moderate,55
03-08-2023,Hungary,Good,48
03-08-2023,Iceland,Good,12
03-08-2023,India,Unhealthy,156
03-08-2023,Indonesia,Unhealthy for Sensitive Groups,129
03-08-2023,Iran,Unhealthy for Sensitive Groups,136
03-08-2023,Iraq,Good,34
03-08-2023,Ireland,Good,22
03-08-2023,Israel,Moderate,78
03-08-2023,Italy,Moderate,71
03-08-2023,Ivory Coast,Good,14
03-08-2023,Japan,Unhealthy for Sensitive Groups,101
03-08-2023,Jersey,Good,29
03-08-2023,Jordan,Good,35
03-08-2023,Kazakhstan,Very Unhealthy,204
03-08-2023,Kenya,Moderate,72
03-08-2023,Kosovo,Good,42
03-08-2023,Kuwait,Moderate,57
03-08-2023,Kyrgyzstan,Unhealthy,170
03-08-2023,Laos,Good,40
03-08-2023,Latvia,Good,17
03-08-2023,Lebanon,Good,31
03-08-2023,Liechtenstein,Good,8
03-08-2023,Lithuania,Good,42
03-08-2023,Luxembourg,Good,16
03-08-2023,Macao,Good,46
03-08-2023,Macedonia,Moderate,54
03-08-2023,Madagascar,Good,28
03-08-2023,Malaysia,Moderate,74
03-08-2023,Malta,Good,33
03-08-2023,Martinique,Good,18
03-08-2023,Mexico,Very Unhealthy,202
03-08-2023,Moldova,Good,11
03-08-2023,Monaco,Good,24
03-08-2023,Mongolia,Good,39
03-08-2023,Montenegro,Good,31
03-08-2023,Myanmar,Good,41
03-08-2023,Nepal,Good,50
03-08-2023,Netherlands,Hazardous,419
03-08-2023,New Zealand,Good,39
03-08-2023,Nigeria,Good,41
03-08-2023,Norway,Good,30
03-08-2023,Pakistan,Moderate,86
03-08-2023,Palestinian Territory,Good,25
03-08-2023,Peru,Moderate,94
03-08-2023,Philippines,Good,50
03-08-2023,Poland,Moderate,71
03-08-2023,Portugal,Good,28
03-08-2023,Puerto Rico,Good,6
03-08-2023,Qatar,Good,46
03-08-2023,Reunion,Good,11
03-08-2023,Romania,Unhealthy for Sensitive Groups,104
03-08-2023,Russia,Moderate,79
03-08-2023,San Marino,Good,45
03-08-2023,Serbia,Moderate,66
03-08-2023,Singapore,Good,48
03-08-2023,Slovakia,Good,31
03-08-2023,Slovenia,Good,36
03-08-2023,South Africa,Unhealthy for Sensitive Groups,141
03-08-2023,South Korea,Moderate,86
03-08-2023,Spain,Moderate,74
03-08-2023,Sri Lanka,Good,45
03-08-2023,Sweden,Good,32
03-08-2023,Switzerland,Good,26
03-08-2023,Taiwan,Moderate,65
03-08-2023,Tajikistan,Good,37
03-08-2023,Thailand,Moderate,86
03-08-2023,Togo,Unhealthy for Sensitive Groups,115
03-08-2023,Trinidad and Tobago,Good,17
03-08-2023,Turkey,Moderate,92
03-08-2023,Uganda,Unhealthy for Sensitive Groups,139
03-08-2023,Ukraine,Good,48
03-08-2023,United Arab Emirates,Moderate,53
03-08-2023,United Kingdom of Great Britain and Northern Ireland,Very Unhealthy,274
03-08-2023,United States of America,Hazardous,470
03-08-2023,Uzbekistan,Good,30
03-08-2023,Vatican,Good,47
03-08-2023,Venezuela,Good,8
03-08-2023,Vietnam,Moderate,79
03-08-2023,Zambia,Good,16
10-08-2023,Albania,Good,16
10-08-2023,Algeria,Good,13
10-08-2023,Andorra,Good,14
10-08-2023,Angola,Unhealthy,152
10-08-2023,Argentina,Good,12
10-08-2023,Armenia,Good,31
10-08-2023,Australia,Good,45
10-08-2023,Austria,Good,34
10-08-2023,Azerbaijan,Good,42
10-08-2023,Bahrain,Moderate,91
10-08-2023,Bangladesh,Unhealthy for Sensitive Groups,107
10-08-2023,Belarus,Good,11
10-08-2023,Belgium,Good,50
10-08-2023,Belize,Good,22
10-08-2023,Bermuda,Good,29
10-08-2023,Bolivia,Good,27
10-08-2023,Bosnia and Herzegovina,Good,48
10-08-2023,Brazil,Moderate,95
10-08-2023,Brunei,Good,15
10-08-2023,Bulgaria,Good,37
10-08-2023,Cambodia,Good,1
10-08-2023,Canada,Moderate,100
10-08-2023,Cape Verde,Good,9
10-08-2023,Cayman Islands,Good,10
10-08-2023,Chad,Moderate,63
10-08-2023,Chile,Unhealthy for Sensitive Groups,117
10-08-2023,China,Unhealthy for Sensitive Groups,148
10-08-2023,Colombia,Moderate,93
10-08-2023,Costa Rica,Good,13
10-08-2023,Croatia,Good,25
10-08-2023,Cyprus,Good,44
10-08-2023,Czech Republic,Moderate,65
10-08-2023,Denmark,Good,8
10-08-2023,Dominican Republic,Good,13
10-08-2023,Ecuador,Good,47
10-08-2023,Egypt,Moderate,69
10-08-2023,El Salvador,Good,39
10-08-2023,Estonia,Good,16
10-08-2023,Ethiopia,Unhealthy for Sensitive Groups,142
10-08-2023,Finland,Good,25
10-08-2023,France,Moderate,58
10-08-2023,French Guiana,Good,18
10-08-2023,Gabon,Unhealthy for Sensitive Groups,103
10-08-2023,Georgia,Good,29
10-08-2023,Germany,Unhealthy for Sensitive Groups,101
10-08-2023,Ghana,Good,37
10-08-2023,Gibraltar,Good,48
10-08-2023,Greece,Moderate,54
10-08-2023,Grenada,Good,6
10-08-2023,Guadeloupe,Good,12
10-08-2023,Guatemala,Moderate,64
10-08-2023,Honduras,Good,14
10-08-2023,Hong Kong,Moderate,64
10-08-2023,Hungary,Good,33
10-08-2023,Iceland,Good,7
10-08-2023,India,Unhealthy,159
10-08-2023,Indonesia,Unhealthy,153
10-08-2023,Iran,Unhealthy,158
10-08-2023,Iraq,Good,23
10-08-2023,Ireland,Good,16
10-08-2023,Israel,Moderate,64
10-08-2023,Italy,Moderate,60
10-08-2023,Ivory Coast,Good,22
10-08-2023,Japan,Moderate,73
10-08-2023,Jersey,Good,29
10-08-2023,Jordan,Good,32
10-08-2023,Kazakhstan,Moderate,67
10-08-2023,Kenya,Moderate,62
10-08-2023,Kosovo,Good,19
10-08-2023,Kuwait,Moderate,76
10-08-2023,Kyrgyzstan,Good,50
10-08-2023,Laos,Good,33
10-08-2023,Latvia,Good,11
10-08-2023,Lebanon,Good,24
10-08-2023,Liberia,Good,17
10-08-2023,Liechtenstein,Good,12
10-08-2023,Lithuania,Good,40
10-08-2023,Luxembourg,Good,35
10-08-2023,Macao,Moderate,57
10-08-2023,Macedonia,Good,42
10-08-2023,Madagascar,Good,49
10-08-2023,Malaysia,Moderate,65
10-08-2023,Malta,Good,30
10-08-2023,Martinique,Good,18
10-08-2023,Mexico,Unhealthy for Sensitive Groups,103
10-08-2023,Moldova,Good,9
10-08-2023,Monaco,Good,27
10-08-2023,Mongolia,Good,43
10-08-2023,Montenegro,Good,28
10-08-2023,Myanmar,Moderate,77
10-08-2023,Nepal,Moderate,57
10-08-2023,Netherlands,Moderate,74
10-08-2023,New Zealand,Good,31
10-08-2023,Nigeria,Good,34
10-08-2023,Norway,Good,21
10-08-2023,Pakistan,Moderate,54
10-08-2023,Palestinian Territory,Good,34
10-08-2023,Peru,Moderate,81
10-08-2023,Philippines,Moderate,53
10-08-2023,Poland,Moderate,94
10-08-2023,Portugal,Good,30
10-08-2023,Puerto Rico,Good,5
10-08-2023,Qatar,Moderate,60
10-08-2023,Reunion,Good,13
10-08-2023,Romania,Moderate,54
10-08-2023,Russia,Unhealthy for Sensitive Groups,117
10-08-2023,San Marino,Good,40
10-08-2023,Serbia,Good,46
10-08-2023,Singapore,Moderate,68
10-08-2023,Slovakia,Good,27
10-08-2023,Slovenia,Good,21
10-08-2023,South Africa,Unhealthy,172
10-08-2023,South Korea,Moderate,65
10-08-2023,Spain,Moderate,89
10-08-2023,Sri Lanka,Good,37
10-08-2023,Sweden,Good,17
10-08-2023,Switzerland,Good,25
10-08-2023,Taiwan,Moderate,68
10-08-2023,Tajikistan,Moderate,53
10-08-2023,Thailand,Moderate,78
10-08-2023,Togo,Moderate,96
10-08-2023,Trinidad and Tobago,Good,8
10-08-2023,Turkey,Moderate,84
10-08-2023,Turkmenistan,Moderate,68
10-08-2023,Uganda,Good,1
10-08-2023,Ukraine,Moderate,55
10-08-2023,United Arab Emirates,Moderate,86
10-08-2023,United Kingdom of Great Britain and Northern Ireland,Moderate,68
10-08-2023,United States of America,Unhealthy,169
10-08-2023,Uzbekistan,Good,48
10-08-2023,Vatican,Good,37
10-08-2023,Venezuela,Good,4
10-08-2023,Vietnam,Unhealthy for Sensitive Groups,107
10-08-2023,Zambia,Moderate,99
10-08-2023,Albania,Good,18
10-08-2023,Algeria,Moderate,99
10-08-2023,Andorra,Good,16
10-08-2023,Angola,Unhealthy for Sensitive Groups,128
10-08-2023,Argentina,Good,20
10-08-2023,Armenia,Good,26
10-08-2023,Australia,Moderate,92
10-08-2023,Austria,Good,25
10-08-2023,Azerbaijan,Good,48
10-08-2023,Bahrain,Unhealthy for Sensitive Groups,127
10-08-2023,Bangladesh,Unhealthy for Sensitive Groups,126
10-08-2023,Belarus,Good,7
10-08-2023,Belgium,Very Unhealthy,225
10-08-2023,Belize,Good,21
10-08-2023,Bermuda,Good,18
10-08-2023,Bolivia,Good,42
10-08-2023,Bosnia and Herzegovina,Moderate,55
10-08-2023,Brazil,Moderate,82
10-08-2023,Brunei,Good,15
10-08-2023,Bulgaria,Moderate,60
10-08-2023,Burkina Faso,Good,44
10-08-2023,Cambodia,Good,18
10-08-2023,Canada,Unhealthy for Sensitive Groups,113
10-08-2023,Cape Verde,Good,25
10-08-2023,Chad,Good,25
10-08-2023,Chile,Moderate,92
10-08-2023,China,Unhealthy,155
10-08-2023,Colombia,Unhealthy for Sensitive Groups,105
10-08-2023,Costa Rica,Good,6
10-08-2023,Croatia,Good,27
10-08-2023,Cyprus,Good,49
10-08-2023,Czech Republic,Good,48
10-08-2023,Denmark,Good,3
10-08-2023,Dominican Republic,Good,16
10-08-2023,Ecuador,Moderate,93
10-08-2023,Egypt,Moderate,52
10-08-2023,El Salvador,Good,14
10-08-2023,Estonia,Good,25
10-08-2023,Ethiopia,Unhealthy,174
10-08-2023,Finland,Good,28
10-08-2023,France,Moderate,78
10-08-2023,French Guiana,Good,22
10-08-2023,Gabon,Unhealthy for Sensitive Groups,106
10-08-2023,Georgia,Good,27
10-08-2023,Germany,Unhealthy for Sensitive Groups,145
10-08-2023,Ghana,Good,30
10-08-2023,Gibraltar,Moderate,60
10-08-2023,Greece,Moderate,54
10-08-2023,Grenada,Good,23
10-08-2023,Guadeloupe,Good,19
10-08-2023,Guatemala,Moderate,57
10-08-2023,Honduras,Good,29
10-08-2023,Hong Kong,Moderate,84
10-08-2023,Hungary,Good,17
10-08-2023,Iceland,Good,7
10-08-2023,India,Unhealthy,163
10-08-2023,Indonesia,Unhealthy for Sensitive Groups,146
10-08-2023,Iran,Unhealthy,158
10-08-2023,Iraq,Good,27
10-08-2023,Ireland,Good,27
10-08-2023,Israel,Moderate,62
10-08-2023,Italy,Moderate,65
10-08-2023,Ivory Coast,Good,37
10-08-2023,Japan,Moderate,70
10-08-2023,Jersey,Good,21
10-08-2023,Jordan,Good,32
10-08-2023,Kazakhstan,Moderate,81
10-08-2023,Kenya,Good,49
10-08-2023,Kosovo,Good,19
10-08-2023,Kuwait,Moderate,73
10-08-2023,Kyrgyzstan,Unhealthy,191
10-08-2023,Laos,Moderate,72
10-08-2023,Latvia,Good,9
10-08-2023,Lebanon,Good,18
10-08-2023,Liechtenstein,Good,35
10-08-2023,Lithuania,Good,19
10-08-2023,Luxembourg,Good,38
10-08-2023,Macao,Moderate,53
10-08-2023,Macedonia,Good,29
10-08-2023,Madagascar,Good,35
10-08-2023,Malaysia,Moderate,66
10-08-2023,Malta,Good,35
10-08-2023,Martinique,Unhealthy for Sensitive Groups,111
10-08-2023,Mexico,Very Unhealthy,211
10-08-2023,Moldova,Good,3
10-08-2023,Monaco,Good,23
10-08-2023,Mongolia,Good,41
10-08-2023,Montenegro,Good,36
10-08-2023,Myanmar,Good,44
10-08-2023,Nepal,Moderate,78
10-08-2023,Netherlands,Hazardous,406
10-08-2023,New Zealand,Moderate,64
10-08-2023,Nigeria,Good,33
10-08-2023,Norway,Good,22
10-08-2023,Pakistan,Moderate,51
10-08-2023,Palestinian Territory,Good,37
10-08-2023,Peru,Moderate,87
10-08-2023,Philippines,Moderate,90
10-08-2023,Poland,Moderate,53
10-08-2023,Portugal,Good,23
10-08-2023,Puerto Rico,Good,2
10-08-2023,Qatar,Moderate,76
10-08-2023,Reunion,Good,22
10-08-2023,Romania,Moderate,66
10-08-2023,Russia,Moderate,57
10-08-2023,San Marino,Moderate,56
10-08-2023,Serbia,Good,49
10-08-2023,Singapore,Moderate,84
10-08-2023,Slovakia,Good,35
10-08-2023,Slovenia,Good,28
10-08-2023,South Africa,Unhealthy,158
10-08-2023,South Korea,Moderate,53
10-08-2023,Spain,Moderate,97
10-08-2023,Sri Lanka,Moderate,53
10-08-2023,Sweden,Good,21
10-08-2023,Switzerland,Good,46
10-08-2023,Taiwan,Moderate,55
10-08-2023,Tajikistan,Good,39
10-08-2023,Thailand,Unhealthy for Sensitive Groups,109
10-08-2023,Togo,Very Unhealthy,286
10-08-2023,Trinidad and Tobago,Good,21
10-08-2023,Turkey,Unhealthy for Sensitive Groups,103
10-08-2023,Turkmenistan,Moderate,86
10-08-2023,Uganda,Good,7
10-08-2023,Ukraine,Good,39
10-08-2023,United Arab Emirates,Unhealthy,151
10-08-2023,United Kingdom of Great Britain and Northern Ireland,Very Unhealthy,210
10-08-2023,United States of America,Hazardous,474
10-08-2023,Uzbekistan,Good,28
10-08-2023,Vatican,Good,34
10-08-2023,Venezuela,Good,26
10-08-2023,Vietnam,Unhealthy for Sensitive Groups,142
10-08-2023,Zambia,Moderate,79
06-06-2024,Albania,Good,17
06-06-2024,Algeria,Good,46
06-06-2024,Andorra,Moderate,51
06-06-2024,Argentina,Moderate,52
06-06-2024,Armenia,Good,26
06-06-2024,Australia,Good,47
06-06-2024,Austria,Good,37
06-06-2024,Azerbaijan,Good,49
06-06-2024,Bahrain,Moderate,85
06-06-2024,Bangladesh,Unhealthy for Sensitive Groups,127
06-06-2024,Belarus,Good,28
06-06-2024,Belgium,Moderate,71
06-06-2024,Belize,Unhealthy for Sensitive Groups,113
06-06-2024,Bermuda,Good,11
06-06-2024,Bolivia,Good,49
06-06-2024,Bosnia and Herzegovina,Good,28
06-06-2024,Brazil,Unhealthy for Sensitive Groups,122
06-06-2024,Brunei,Good,11
06-06-2024,Bulgaria,Good,22
06-06-2024,Burkina Faso,Good,2
06-06-2024,Cambodia,Good,21
06-06-2024,Canada,Moderate,80
06-06-2024,Cape Verde,Very Unhealthy,266
06-06-2024,Cayman Islands,Good,16
06-06-2024,Chad,Unhealthy for Sensitive Groups,122
06-06-2024,Chile,Unhealthy,157
06-06-2024,China,Unhealthy for Sensitive Groups,135
06-06-2024,Colombia,Moderate,71
06-06-2024,Costa Rica,Good,14
06-06-2024,Croatia,Good,46
06-06-2024,Cyprus,Moderate,60
06-06-2024,Czech Republic,Moderate,65
06-06-2024,Denmark,Good,23
06-06-2024,Dominican Republic,Good,13
06-06-2024,Ecuador,Good,23
06-06-2024,Egypt,Unhealthy,170
06-06-2024,El Salvador,Moderate,66
06-06-2024,Estonia,Good,24
06-06-2024,Ethiopia,Unhealthy for Sensitive Groups,149
06-06-2024,Finland,Good,30
06-06-2024,France,Moderate,68
06-06-2024,French Guiana,Good,9
06-06-2024,Georgia,Moderate,61
06-06-2024,Germany,Hazardous,343
06-06-2024,Ghana,Moderate,65
06-06-2024,Gibraltar,Good,24
06-06-2024,Greece,Moderate,58
06-06-2024,Grenada,Good,27
06-06-2024,Guadeloupe,Good,33
06-06-2024,Guatemala,Unhealthy for Sensitive Groups,130
06-06-2024,Honduras,Moderate,87
06-06-2024,Hong Kong,Moderate,58
06-06-2024,Hungary,Moderate,61
06-06-2024,Iceland,Good,20
06-06-2024,India,Hazardous,496
06-06-2024,Indonesia,Unhealthy for Sensitive Groups,131
06-06-2024,Iran,Unhealthy for Sensitive Groups,108
06-06-2024,Iraq,Moderate,93
06-06-2024,Ireland,Good,37
06-06-2024,Israel,Moderate,81
06-06-2024,Italy,Moderate,62
06-06-2024,Ivory Coast,Good,34
06-06-2024,Japan,Moderate,86
06-06-2024,Jersey,Good,21
06-06-2024,Jordan,Good,39
06-06-2024,Kazakhstan,Good,43
06-06-2024,Kenya,Unhealthy for Sensitive Groups,146
06-06-2024,Kosovo,Good,21
06-06-2024,Kuwait,Unhealthy for Sensitive Groups,112
06-06-2024,Kyrgyzstan,Unhealthy for Sensitive Groups,142
06-06-2024,Laos,Good,23
06-06-2024,Latvia,Good,29
06-06-2024,Liberia,Good,38
06-06-2024,Liechtenstein,Good,10
06-06-2024,Lithuania,Good,45
06-06-2024,Luxembourg,Good,30
06-06-2024,Macao,Moderate,80
06-06-2024,Macedonia,Good,37
06-06-2024,Madagascar,Unhealthy for Sensitive Groups,142
06-06-2024,Malaysia,Moderate,73
06-06-2024,Malta,Good,43
06-06-2024,Martinique,Moderate,51
06-06-2024,Mexico,Unhealthy for Sensitive Groups,147
06-06-2024,Moldova,Good,2
06-06-2024,Monaco,Good,33
06-06-2024,Mongolia,Good,45
06-06-2024,Montenegro,Good,10
06-06-2024,Myanmar,Good,40
06-06-2024,Nepal,Moderate,62
06-06-2024,Netherlands,Very Unhealthy,235
06-06-2024,New Caledonia,Good,11
06-06-2024,New Zealand,Moderate,92
06-06-2024,Nigeria,Good,29
06-06-2024,Norway,Good,23
06-06-2024,Pakistan,Moderate,69
06-06-2024,Palestinian Territory,Unhealthy for Sensitive Groups,108
06-06-2024,Peru,Unhealthy for Sensitive Groups,118
06-06-2024,Philippines,Moderate,78
06-06-2024,Poland,Moderate,57
06-06-2024,Portugal,Good,40
06-06-2024,Puerto Rico,Good,11
06-06-2024,Reunion,Good,20
06-06-2024,Romania,Good,30
06-06-2024,Russia,Moderate,55
06-06-2024,San Marino,Good,48
06-06-2024,Senegal,Moderate,68
06-06-2024,Serbia,Good,44
06-06-2024,Singapore,Good,27
06-06-2024,Slovakia,Moderate,60
06-06-2024,Slovenia,Good,40
06-06-2024,South Africa,Unhealthy for Sensitive Groups,120
06-06-2024,South Korea,Unhealthy for Sensitive Groups,110
06-06-2024,Spain,Moderate,95
06-06-2024,Sri Lanka,Good,35
06-06-2024,Sweden,Good,32
06-06-2024,Switzerland,Good,34
06-06-2024,Taiwan,Moderate,62
06-06-2024,Tajikistan,Moderate,61
06-06-2024,Thailand,Moderate,77
06-06-2024,Togo,Good,50
06-06-2024,Trinidad and Tobago,Good,32
06-06-2024,Turkey,Moderate,96
06-06-2024,Turkmenistan,Good,45
06-06-2024,Uganda,Unhealthy for Sensitive Groups,136
06-06-2024,Ukraine,Good,38
06-06-2024,United Arab Emirates,Unhealthy for Sensitive Groups,117
06-06-2024,United Kingdom of Great Britain and Northern Ireland,Moderate,98
06-06-2024,United States of America,Very Unhealthy,205
06-06-2024,Uzbekistan,Good,21
06-06-2024,Vatican,Good,25
06-06-2024,Venezuela,Good,10
06-06-2024,Vietnam,Moderate,63
06-06-2024,Zambia,Unhealthy for Sensitive Groups,140
06-06-2024,Albania,Good,17
06-06-2024,Algeria,Good,46
06-06-2024,Andorra,Moderate,51
06-06-2024,Argentina,Moderate,52
06-06-2024,Armenia,Good,26
06-06-2024,Australia,Good,47
06-06-2024,Austria,Good,37
06-06-2024,Azerbaijan,Good,49
06-06-2024,Bahrain,Moderate,85
06-06-2024,Bangladesh,Unhealthy for Sensitive Groups,127
06-06-2024,Belarus,Good,28
06-06-2024,Belgium,Moderate,71
06-06-2024,Belize,Unhealthy for Sensitive Groups,113
06-06-2024,Bermuda,Good,11
06-06-2024,Bolivia,Good,49
06-06-2024,Bosnia and Herzegovina,Good,28
06-06-2024,Brazil,Unhealthy for Sensitive Groups,122
06-06-2024,Brunei,Good,11
06-06-2024,Bulgaria,Good,22
06-06-2024,Burkina Faso,Good,2
06-06-2024,Cambodia,Good,21
06-06-2024,Canada,Moderate,80
06-06-2024,Cape Verde,Very Unhealthy,266
06-06-2024,Cayman Islands,Good,16
06-06-2024,Chad,Unhealthy for Sensitive Groups,122
06-06-2024,Chile,Unhealthy,157
06-06-2024,China,Unhealthy for Sensitive Groups,135
06-06-2024,Colombia,Moderate,71
06-06-2024,Costa Rica,Good,14
06-06-2024,Croatia,Good,46
06-06-2024,Cyprus,Moderate,60
06-06-2024,Czech Republic,Moderate,65
06-06-2024,Denmark,Good,23
06-06-2024,Dominican Republic,Good,13
06-06-2024,Ecuador,Good,23
06-06-2024,Egypt,Unhealthy,169
06-06-2024,El Salvador,Moderate,66
06-06-2024,Estonia,Good,24
06-06-2024,Ethiopia,Unhealthy for Sensitive Groups,149
06-06-2024,Finland,Good,30
06-06-2024,France,Moderate,68
06-06-2024,French Guiana,Good,9
06-06-2024,Georgia,Moderate,61
06-06-2024,Germany,Hazardous,343
06-06-2024,Ghana,Moderate,65
06-06-2024,Gibraltar,Good,24
06-06-2024,Greece,Moderate,58
06-06-2024,Grenada,Good,27
06-06-2024,Guadeloupe,Good,33
06-06-2024,Guatemala,Unhealthy for Sensitive Groups,130
06-06-2024,Honduras,Moderate,87
06-06-2024,Hong Kong,Moderate,58
06-06-2024,Hungary,Moderate,61
06-06-2024,Iceland,Good,20
06-06-2024,India,Hazardous,496
